Generation,Best Score,Worst Score,Median Score
0,244027077.8461977,-477311396.54436046,1306120.830740657
1,244027077.8461977,-235645985.4549801,701065.2061654887
2,245070682.27144477,-559036985.33899,632146.4367327362
3,363092692.60817957,-477311393.78969014,553133.4665378925
4,458703342.05889386,-359355460.1719779,785683.4342137645
5,458703342.05889386,-359844703.4077886,1077270.5964982926
6,633445393.0279464,-737940667.9237444,1654002.921924822
7,633445393.0279464,-559036981.7656418,1095976.7408394378
8,836161342.481827,-546212390.7749171,1091192.1062472563
9,836161342.481827,-778386699.7099662,918505.030169676
10,836161342.481827,-578078546.1559964,1313593.6135733996
11,836161342.481827,-778386707.9998807,837069.2972966834
12,836161342.481827,-778386707.6336294,630664.7112490763
13,836161342.481827,-778386711.2174431,844686.9402533559
14,836161342.481827,-775383601.4483255,1326890.706809161
15,836161342.481827,-749329769.3821084,1954156.8990692545
16,836161342.481827,-565067061.119168,1920958.2451358384
17,836161342.481827,-796662552.0783685,2330059.639451892
18,836161342.481827,-778386705.0122579,1466598.590398198
19,836161345.2159806,-589677426.9959757,1426852.4828100312
20,836161345.2159806,-778386700.8192784,2892297.9964588117
21,836161345.2159806,-755820658.1399862,1530638.3368514816
22,836161345.2159806,-569292292.6581134,1170764.3602246982
23,836161345.2159806,-775383597.4041562,1297945.2719599423
24,836161345.2159806,-589677430.6576027,1592223.8715124386
25,836161345.2159806,-660171650.3617252,3801378.9299415797
26,836161345.2159806,-569292292.6581134,2442130.0967125283
27,836161345.2159806,-737940662.938931,3806785.437364402
28,836161345.6741347,-645026984.257912,2696518.5756608597
29,836161345.6741347,-569292297.160011,2074237.8593230695
30,836161345.6741347,-569292290.5318484,3686138.127921462
31,836161345.6741347,-737940663.6561316,5495140.486157117
32,836161345.6741347,-737940660.7434416,5997317.445459889
33,836161345.6741347,-737940658.0618091,4201754.464233953
34,836161345.6741347,-510819660.77684736,8544268.805252178
35,836161345.6741347,-737940660.7434416,991939.684455796
36,836161345.6741347,-737940661.9530613,8216403.927550976
37,836161345.6741347,-737940657.997621,3104652.9450179334
38,836161345.6741347,-796662562.0989441,3479098.6949854926
39,836161345.6741347,-737940660.6098593,13134649.68013273
40,836161345.6741347,-778386702.3777053,3584172.402695493
41,836161345.6741347,-569292290.8482581,4738168.90631731
42,836161345.6741347,-737940661.9530613,9053616.142590737
43,836161345.6741347,-569292291.1081294,2218277.890775836
44,836161345.6741347,-738481746.7834446,9834278.880568378
45,836161345.6741347,-569292290.5318484,11658980.075933415
46,836161345.6741347,-737940654.671058,34379082.35232231
47,836161345.6741347,-569292291.1081294,24467412.38829482
48,836161345.6741347,-569292290.8482583,32855851.45724029
49,836161345.6741347,-505320814.6511402,37390359.022108935
50,836161345.7229903,-778386705.7209145,14644294.3270932
51,836161345.7229903,-569292287.2059586,16540229.573111601
52,836161345.7229903,-505320814.6511402,13972694.726740459
53,836161347.1770089,-556478568.9165059,70138614.78796792
54,836161347.3555452,-580714883.8411884,34017234.35086662
55,836161347.3555452,-782100168.8926357,28575126.284982458
56,836161347.3555452,-505320814.3006349,39110635.66335158
57,836161347.3555452,-545873208.3751355,38341322.68288978
58,836161347.3555452,-569292289.0318452,62236989.802670226
59,836161347.3555452,-584714164.4192127,33647326.16951614
60,836161347.3555452,-545873208.3751353,37245648.324168146
61,836161349.7915202,-540507902.016871,70138613.19433637
62,836161349.7915202,-755820666.8647088,8447286.153046282
63,836161349.7915202,-737940658.942045,32964815.812114123
64,836161349.7915202,-532027313.5622413,34379080.24084231
65,836161349.7915202,-737940655.4081658,37110704.20826335
66,836161349.7915202,-569292290.3071659,58150876.15479623
67,836161349.7915202,-569292290.3071659,31679711.684334174
68,836161349.7915202,-569292294.3688592,32964815.812114123
69,836161349.7915202,-569292290.3071659,51396326.262127906
70,836161349.7915202,-569292290.3071659,32964821.305702
71,836161349.7915202,-569292289.0318452,53786297.071602
72,836161349.7915202,-569292290.3071659,35068881.89214977
73,836161349.7915202,-824362121.8684418,9656133.167088347
74,836161349.7915202,-569292290.3071659,32964825.17928109
75,836161349.7915204,-778386701.4196873,25173306.044329986
76,836161349.7915204,-569292285.7980475,20322167.75849788
77,836161349.7915204,-569292286.8006486,65930452.74373916
78,836161349.7915204,-496572932.55461895,7537623.656838071
79,836161349.7915204,-401772627.51633006,30630914.12515673
80,836161349.7915204,-507461627.9826938,7216704.704247215
81,836161349.7915204,-515293117.6640986,34789277.05029554
82,836161349.7915204,-437052282.83138835,9060838.130651783
83,836161349.7915204,-580714884.634391,37494920.59735279
84,836161349.7915204,-755820666.2751218,29736843.16775243
85,836161349.7915204,-782100169.0598853,35068884.040156946
86,836161349.7915204,-569292280.9342698,35068884.040156946
87,836161349.7915204,-437052288.1150647,97869262.69628297
88,836161349.7915204,-569292288.2638295,45116556.58371697
89,836161349.7915204,-545873208.2007668,261305707.0018725
90,836161349.7915204,-569292284.2045746,162603005.00656575
91,836161349.7915204,-545873204.25775,153584934.07696295
92,836161349.7915204,-545873204.25775,191429312.10159698
93,836161349.7915204,-556478569.9743767,90850743.65965435
94,836161349.7915204,-515293124.56222683,28842117.87386045
95,836161349.7915204,-515293119.6118939,279161420.06451654
96,836161349.7915204,-738481754.080884,89128306.69701125
97,836161349.7915204,-569292288.2638295,170821701.87507623
98,836161349.7915204,-515293122.97891694,29409375.406779073
99,836161349.7915204,-737940653.3001662,35068883.116571285
100,836161349.7915204,-545873209.9968396,261305708.94966775
101,836161349.7915204,-545873206.519515,267322650.96689957
102,836161349.7915204,-556478568.5448514,730345236.8076506
103,836161349.7915204,-525495927.03595674,491461851.7175806
104,836161349.7915204,-569292287.094038,107437243.85243635
105,836161349.7915204,-515293117.6767763,279161422.1716031
106,836161349.7915204,-545873204.25775,55967166.778775476
107,836161349.7915204,-556478568.0173616,249824130.18117565
108,836161351.0607845,-545873205.3737513,326841915.2326631
109,836161351.0607845,-545873204.25775,218208923.88890758
110,836161351.0607845,-738481740.9982442,279161428.57125336
111,836161351.0607845,-556478566.8085063,261305708.94966775
112,836161351.0607845,-556478566.7478318,279161428.57125336
113,836161351.0607845,-515293117.50480735,235989595.0578478
114,836161351.0607845,-556478567.0290354,491461857.00125694
115,836161351.0607845,-755820668.8471613,279161422.1716031
116,836161351.0607845,-556478564.9776567,438952628.63654286
117,836161351.0607845,-545873204.25775,405951006.5307134
118,836161351.0607845,-556478566.8009182,279161420.06451654
119,836161351.0607845,-556478568.2384951,279161428.57125336
120,836161351.0607845,-824362109.4513092,279161421.99963415
121,836161351.0607845,-556478566.7480975,491461854.64997995
122,836161351.0607845,-556478568.2384951,491461854.64997995
123,836161351.0607845,-556478566.5097171,836161342.5530308
124,836161351.0607845,-556478568.2384951,618913846.0950478
125,836161351.0607845,-556478566.7987,249824140.13201186
126,836161351.0607845,-556478566.7987,836161341.9694551
127,836161351.0607845,-556478568.2384951,300292144.5043746
128,836161351.0607845,-556478568.2384951,595439992.1581184
129,836161351.0607845,-556478568.2384951,491461855.45262665
130,836161351.0607845,-556478568.2384951,491461854.8932573
131,836161351.0607845,-569292289.0729097,491461860.4237019
132,836161351.0607845,-556478568.2384951,249824133.1644635
133,836161351.0607845,-556478568.2384951,836161351.0607845
134,836161351.0607845,-556478566.8009182,836161351.0607845
135,836161351.0607845,-556478567.7071588,836161351.0607845
136,836161351.0607845,-556478566.8009182,836161351.0607845
137,836161351.0607845,-556478568.2384951,836161351.0607845
138,836161351.0607846,-556478568.2384951,249824128.4311008
139,836161351.0607846,-556478567.7071588,836161343.3586173
140,836161351.0607846,-738481753.91934,836161351.0607845
141,836161351.0607846,-556478568.2384951,836161333.293917
142,836161351.0607846,-556478575.3956585,491461855.45262665
143,836161351.0607846,-556478567.7071588,836161351.0607845
144,836161351.0607846,-556478568.2384951,836161351.0607845
145,836161351.0607846,-569292281.819309,836161351.0607845
146,836161351.0607846,-556478567.7071588,836161351.0607845
147,836161351.0607846,-556478568.2384952,836161351.0607845
