Generation,Best Score,Worst Score,Median Score
0,166.0,0.0,79.0
25,166.0,0.0,44.0
50,167.0,0.0,107.0
75,167.0,0.0,150.0
100,167.0,0.0,113.0
125,167.0,0.0,135.0
150,167.0,0.0,136.0
175,167.0,0.0,135.0
200,167.0,0.0,140.0
225,167.0,0.0,157.0
250,167.0,0.0,113.0
275,167.0,0.0,119.0
300,167.0,0.0,110.0
325,167.0,0.0,132.0
350,167.0,0.0,119.0
375,167.0,0.0,86.0
400,167.0,0.0,136.0
425,167.0,0.0,136.0
450,167.0,0.0,76.0
475,167.0,0.0,118.0
500,167.0,0.0,109.0
525,167.0,0.0,93.0
550,167.0,0.0,122.0
575,167.0,0.0,94.0
600,167.0,0.0,121.0
625,167.0,0.0,105.0
650,167.0,0.0,105.0
675,167.0,0.0,77.0
700,167.0,0.0,156.0
725,167.0,0.0,136.0
750,167.0,0.0,141.0
775,167.0,0.0,110.0
800,167.0,0.0,135.0
825,167.0,0.0,119.0
850,167.0,0.0,93.0
875,167.0,0.0,35.0
900,167.0,0.0,135.0
925,167.0,0.0,150.0
950,167.0,0.0,122.0
975,167.0,0.0,102.0
1000,167.0,0.0,150.0
1025,167.0,0.0,140.0
1050,167.0,0.0,127.0
1075,167.0,0.0,128.0
1100,167.0,0.0,134.0
1125,167.0,0.0,94.0
1150,167.0,0.0,153.0
1175,167.0,0.0,135.0
1200,167.0,0.0,77.0
1225,167.0,0.0,141.0
1250,167.0,0.0,135.0
1275,167.0,0.0,122.0
1300,167.0,0.0,117.0
1325,167.0,0.0,125.0
1350,167.0,0.0,132.0
1375,167.0,0.0,153.0
1400,167.0,0.0,153.0
1425,167.0,0.0,123.0
1450,167.0,0.0,122.0
1475,167.0,0.0,123.0
1500,167.0,0.0,144.0
1525,167.0,0.0,143.0
1550,167.0,0.0,154.0
1575,167.0,0.0,144.0
1600,167.0,0.0,134.0
1625,167.0,0.0,153.0
1650,167.0,0.0,156.0
1675,167.0,0.0,146.0
1700,167.0,0.0,141.0
1725,167.0,0.0,137.0
1750,167.0,0.0,131.0
1775,167.0,0.0,135.0
1800,167.0,0.0,155.0
1825,167.0,0.0,164.0
1850,167.0,0.0,161.0
1875,167.0,0.0,122.0
1900,167.0,0.0,137.0
1925,167.0,0.0,156.0
1950,167.0,0.0,123.0
1975,167.0,0.0,154.0
2000,167.0,0.0,158.0
2025,167.0,0.0,145.0
2050,167.0,0.0,136.0
2075,167.0,0.0,145.0
2100,167.0,0.0,142.0
2125,167.0,0.0,135.0
2150,167.0,0.0,145.0
2175,167.0,0.0,155.0
2200,167.0,0.0,161.0
2225,167.0,0.0,165.0
2250,167.0,0.0,161.0
2275,167.0,0.0,149.0
2300,167.0,0.0,122.0
2325,167.0,0.0,137.0
2350,167.0,0.0,156.0
2375,167.0,0.0,127.0
2400,167.0,0.0,138.0
2425,167.0,0.0,93.0
2450,167.0,0.0,133.0
2475,167.0,0.0,157.0
2500,167.0,0.0,166.0
2525,167.0,0.0,140.0
2550,167.0,0.0,143.0
2575,167.0,0.0,165.0
2600,167.0,0.0,156.0
2625,167.0,0.0,153.0
2650,167.0,0.0,143.0
2675,167.0,0.0,146.0
2700,167.0,0.0,138.0
2725,167.0,0.0,135.0
2750,167.0,0.0,145.0
2775,167.0,0.0,127.0
2800,167.0,0.0,160.0
2825,167.0,0.0,147.0
2850,167.0,0.0,129.0
2875,167.0,0.0,135.0
2900,167.0,0.0,127.0
2925,167.0,0.0,159.0
2950,167.0,0.0,126.0
2975,167.0,0.0,125.0
3000,167.0,0.0,110.0
3025,167.0,0.0,137.0
3050,167.0,0.0,166.0
3075,167.0,0.0,128.0
3100,167.0,0.0,164.0
3125,167.0,0.0,161.0
3150,167.0,0.0,137.0
3175,167.0,0.0,130.0
3200,167.0,0.0,139.0
3225,167.0,0.0,147.0
3250,167.0,0.0,148.0
3275,167.0,0.0,139.0
3300,167.0,0.0,148.0
3325,167.0,0.0,141.0
3350,167.0,0.0,143.0
3375,167.0,0.0,142.0
3400,167.0,0.0,145.0
3425,167.0,0.0,155.0
3450,167.0,0.0,123.0
3475,167.0,0.0,127.0
3500,167.0,0.0,152.0
3525,167.0,0.0,147.0
3550,167.0,0.0,156.0
3575,167.0,0.0,155.0
3600,167.0,0.0,148.0
3625,167.0,0.0,149.0
3650,167.0,0.0,146.0
3675,167.0,0.0,150.0
3700,167.0,0.0,167.0
3725,167.0,0.0,150.0
3750,167.0,0.0,149.0
3775,167.0,0.0,145.0
3800,167.0,0.0,158.0
3825,167.0,0.0,113.0
3850,167.0,0.0,154.0
3875,167.0,0.0,139.0
3900,167.0,0.0,138.0
3925,167.0,0.0,130.0
3950,167.0,0.0,167.0
3975,167.0,0.0,167.0
4000,167.0,0.0,137.0
4025,167.0,0.0,147.0
4050,167.0,0.0,137.0
4075,167.0,0.0,144.0
4100,167.0,0.0,139.0
4125,167.0,0.0,129.0
4150,167.0,0.0,155.0
4175,167.0,0.0,151.0
4200,167.0,0.0,159.0
4225,167.0,0.0,139.0
4250,167.0,0.0,165.0
4275,167.0,0.0,155.0
4300,167.0,0.0,157.0
4325,167.0,0.0,147.0
4350,167.0,0.0,139.0
4375,167.0,0.0,157.0
4400,167.0,0.0,151.0
4425,167.0,0.0,166.0
4450,167.0,0.0,136.0
4475,167.0,0.0,160.0
4500,167.0,0.0,136.0
4525,167.0,0.0,143.0
4550,167.0,0.0,166.0
4575,167.0,0.0,150.0
4600,167.0,0.0,141.0
4625,167.0,0.0,162.0
4650,167.0,0.0,140.0
4675,167.0,0.0,148.0
4700,167.0,0.0,166.0
4725,167.0,0.0,141.0
4750,167.0,0.0,155.0
4775,167.0,0.0,144.0
4800,167.0,0.0,167.0
